Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,22,GSW,NBA,PF,15,0,137,6.3,11.6,.545,0.0,0.0,,6.3,11.6,.545,3.7,6.6,.560,3.9,5.8,9.7,0.5,1.3,2.4,1.6,5.5,16.3
2015-16,23,GSW,NBA,PF,41,1,262,6.2,11.5,.536,0.1,0.3,.500,6.0,11.3,.537,3.6,6.7,.531,4.1,3.8,8.0,2.3,1.4,1.1,2.2,5.4,16.1
