Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,20,GSW,NBA,C,42,23,568,5.6,13.2,.421,0.0,0.1,.000,5.6,13.2,.423,1.8,3.3,.558,3.4,5.5,8.9,1.0,1.0,1.3,2.3,5.3,13.0
2012-13,21,GSW,NBA,C,20,0,63,5.1,13.7,.375,0.0,0.0,,5.1,13.7,.375,2.3,3.4,.667,3.4,6.3,9.7,0.6,0.6,1.1,3.4,5.7,12.6
