Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,25,GSW,NBA,PG,5,0,66,4.9,7.6,.643,0.5,1.6,.333,4.4,6.0,.727,6.5,8.2,.800,0.0,1.1,1.1,3.8,3.3,0.0,1.1,2.7,16.9
2010-11,26,GSW,NBA,PG,40,0,632,4.4,9.5,.467,0.3,1.7,.200,4.1,7.8,.526,2.3,3.1,.759,0.5,2.4,3.0,4.0,1.6,0.0,1.9,2.9,11.6
