Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,23,GSW,NBA,SF,24,10,782,6.4,13.0,.495,1.5,4.2,.359,4.9,8.8,.560,2.4,2.9,.839,0.8,4.2,5.1,3.0,1.1,0.3,1.3,2.3,16.8
2010-11,24,GSW,NBA,SF,80,9,1626,5.9,12.7,.469,2.3,5.3,.423,3.7,7.3,.502,2.2,3.0,.746,1.0,3.8,4.8,2.7,0.6,0.1,1.3,2.7,16.3
