Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,31,GSW,NBA,SF,22,3,580,4.4,10.5,.420,2.0,4.9,.418,2.4,5.6,.422,1.5,2.2,.686,0.5,4.2,4.7,2.0,0.7,0.4,1.1,2.4,12.4
2012-13,32,GSW,NBA,SF,56,1,568,3.9,8.6,.456,0.9,2.9,.311,3.0,5.8,.527,2.4,3.4,.717,0.3,5.0,5.3,2.0,0.9,0.4,1.5,2.9,11.2
