Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010-11,25,GSW,NBA,SF,82,82,3147,5.5,13.1,.423,2.2,5.9,.376,3.3,7.2,.462,2.1,2.6,.789,1.0,3.9,4.9,2.8,1.4,0.7,1.5,2.0,15.4
2011-12,26,GSW,NBA,SF,61,61,1650,4.8,11.5,.422,2.3,6.4,.360,2.6,5.1,.500,1.7,2.1,.816,1.3,4.8,6.1,2.1,1.3,0.6,1.1,2.1,13.7
