Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,29,GSW,NBA,PG,78,2,1468,4.9,9.7,.500,0.0,0.0,.000,4.9,9.7,.503,1.6,2.2,.714,1.1,3.4,4.5,6.4,1.2,0.5,2.5,2.7,11.3
2015-16,30,GSW,NBA,PG,78,3,1520,4.8,9.0,.536,0.0,0.3,.167,4.8,8.7,.548,1.9,2.2,.860,1.0,3.0,4.0,5.6,1.4,0.6,1.8,3.3,11.6
