Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,29,GSW,NBA,PF,33,20,758,4.2,11.0,.385,1.1,4.1,.267,3.1,6.9,.455,0.8,1.0,.762,2.0,5.0,7.1,1.8,1.2,0.3,1.9,3.8,10.3
2010-11,30,GSW,NBA,PF,74,6,1169,4.2,9.8,.431,2.2,5.3,.405,2.1,4.5,.462,0.9,1.0,.882,2.0,4.6,6.5,2.4,1.4,1.4,1.8,4.8,11.5
