Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,22,GSW,NBA,PG,51,28,893,5.2,11.7,.447,0.1,0.8,.150,5.1,10.9,.469,1.4,1.6,.872,0.3,2.4,2.7,6.9,1.3,0.2,2.4,3.4,12.0
2012-13,23,GSW,NBA,SG,47,0,291,4.3,10.3,.422,0.1,0.2,.500,4.2,10.0,.420,1.2,2.2,.556,0.6,2.0,2.6,3.5,1.1,0.1,2.4,2.2,10.0
